z,H_over_H0,dL,w_phi,w_tot
5.851449146e-02,1.029778223e+00,6.108499066e-02,-9.998152137e-01,-6.676301057e-01
5.924881942e-02,1.030180852e+00,6.188256307e-02,-9.998142061e-01,-6.671981886e-01
5.998365682e-02,1.030584053e+00,6.268144124e-02,-9.998131937e-01,-6.667659786e-01
6.071900400e-02,1.030987827e+00,6.348162652e-02,-9.998121765e-01,-6.663334763e-01
6.145486132e-02,1.031392175e+00,6.428312026e-02,-9.998111545e-01,-6.659006822e-01
6.219122912e-02,1.031797098e+00,6.508592382e-02,-9.998101276e-01,-6.654675968e-01
6.292810777e-02,1.032202598e+00,6.589003854e-02,-9.998090958e-01,-6.650342207e-01
6.366549761e-02,1.032608674e+00,6.669546579e-02,-9.998080592e-01,-6.646005543e-01
6.440339901e-02,1.033015328e+00,6.750220690e-02,-9.998070177e-01,-6.641665982e-01
6.514181232e-02,1.033422561e+00,6.831026325e-02,-9.998059712e-01,-6.637323529e-01
6.588073789e-02,1.033830373e+00,6.911963617e-02,-9.998049197e-01,-6.632978190e-01
6.662017608e-02,1.034238765e+00,6.993032703e-02,-9.998038633e-01,-6.628629969e-01
6.736012724e-02,1.034647739e+00,7.074233718e-02,-9.998028019e-01,-6.624278872e-01
6.810059173e-02,1.035057295e+00,7.155566798e-02,-9.998017354e-01,-6.619924904e-01
6.884156991e-02,1.035467433e+00,7.237032078e-02,-9.998006639e-01,-6.615568071e-01
6.958306212e-02,1.035878155e+00,7.318629695e-02,-9.997995874e-01,-6.611208378e-01
7.032506874e-02,1.036289461e+00,7.400359783e-02,-9.997985057e-01,-6.606845831e-01
7.106759011e-02,1.036701353e+00,7.482222479e-02,-9.997974190e-01,-6.602480434e-01
7.181062660e-02,1.037113832e+00,7.564217919e-02,-9.997963271e-01,-6.598112193e-01
7.255417856e-02,1.037526897e+00,7.646346238e-02,-9.997952300e-01,-6.593741114e-01
7.329824634e-02,1.037940550e+00,7.728607573e-02,-9.997941278e-01,-6.589367202e-01
7.404283031e-02,1.038354793e+00,7.811002060e-02,-9.997930204e-01,-6.584990463e-01
7.478793082e-02,1.038769625e+00,7.893529834e-02,-9.997919078e-01,-6.580610901e-01
7.553354823e-02,1.039185048e+00,7.976191033e-02,-9.997907899e-01,-6.576228523e-01
7.627968291e-02,1.039601063e+00,8.058985791e-02,-9.997896667e-01,-6.571843335e-01
7.702633520e-02,1.040017670e+00,8.141914245e-02,-9.997885383e-01,-6.567455341e-01
7.777350547e-02,1.040434870e+00,8.224976532e-02,-9.997874045e-01,-6.563064547e-01
7.852119408e-02,1.040852664e+00,8.308172788e-02,-9.997862654e-01,-6.558670958e-01
7.926940139e-02,1.041271054e+00,8.391503150e-02,-9.997851209e-01,-6.554274582e-01
8.001812776e-02,1.041690039e+00,8.474967753e-02,-9.997839711e-01,-6.549875422e-01
8.076737354e-02,1.042109621e+00,8.558566735e-02,-9.997828158e-01,-6.545473484e-01
8.151713910e-02,1.042529801e+00,8.642300232e-02,-9.997816552e-01,-6.541068775e-01
8.226742480e-02,1.042950579e+00,8.726168380e-02,-9.997804890e-01,-6.536661300e-01
8.301823099e-02,1.043371956e+00,8.810171317e-02,-9.997793174e-01,-6.532251065e-01
8.376955805e-02,1.043793935e+00,8.894309178e-02,-9.997781403e-01,-6.527838075e-01
8.452140633e-02,1.044216514e+00,8.978582101e-02,-9.997769577e-01,-6.523422336e-01
8.527377619e-02,1.044639695e+00,9.062990223e-02,-9.997757695e-01,-6.519003853e-01
8.602666800e-02,1.045063480e+00,9.147533681e-02,-9.997745757e-01,-6.514582634e-01
8.678008211e-02,1.045487869e+00,9.232212610e-02,-9.997733764e-01,-6.510158682e-01
8.753401889e-02,1.045912862e+00,9.317027150e-02,-9.997721714e-01,-6.505732005e-01
8.828847871e-02,1.046338460e+00,9.401977435e-02,-9.997709608e-01,-6.501302608e-01
8.904346191e-02,1.046764666e+00,9.487063604e-02,-9.997697445e-01,-6.496870497e-01
8.979896888e-02,1.047191478e+00,9.572285794e-02,-9.997685225e-01,-6.492435677e-01
9.055499997e-02,1.047618899e+00,9.657644142e-02,-9.997672947e-01,-6.487998154e-01
9.131155554e-02,1.048046930e+00,9.743138785e-02,-9.997660613e-01,-6.483557936e-01
9.206863597e-02,1.048475570e+00,9.828769860e-02,-9.997648221e-01,-6.479115026e-01
9.282624160e-02,1.048904821e+00,9.914537505e-02,-9.997635770e-01,-6.474669432e-01
9.358437281e-02,1.049334684e+00,1.000044186e-01,-9.997623262e-01,-6.470221158e-01
9.434302996e-02,1.049765160e+00,1.008648305e-01,-9.997610695e-01,-6.465770212e-01
9.510221342e-02,1.050196250e+00,1.017266123e-01,-9.997598069e-01,-6.461316599e-01
9.586192356e-02,1.050627954e+00,1.025897653e-01,-9.997585385e-01,-6.456860325e-01
9.662216073e-02,1.051060274e+00,1.034542909e-01,-9.997572641e-01,-6.452401396e-01
9.738292530e-02,1.051493210e+00,1.043201904e-01,-9.997559838e-01,-6.447939819e-01
9.814421764e-02,1.051926763e+00,1.051874652e-01,-9.997546975e-01,-6.443475598e-01
9.890603811e-02,1.052360935e+00,1.060561168e-01,-9.997534052e-01,-6.439008741e-01
9.966838709e-02,1.052795726e+00,1.069261464e-01,-9.997521069e-01,-6.434539253e-01
1.004312649e-01,1.053231136e+00,1.077975555e-01,-9.997508025e-01,-6.430067141e-01
1.011946720e-01,1.053667168e+00,1.086703454e-01,-9.997494920e-01,-6.425592410e-01
1.019586087e-01,1.054103821e+00,1.095445175e-01,-9.997481755e-01,-6.421115066e-01
1.027230753e-01,1.054541098e+00,1.104200733e-01,-9.997468528e-01,-6.416635117e-01
1.034880723e-01,1.054978998e+00,1.112970140e-01,-9.997455240e-01,-6.412152567e-01
1.042536000e-01,1.055417522e+00,1.121753411e-01,-9.997441889e-01,-6.407667424e-01
1.050196588e-01,1.055856671e+00,1.130550559e-01,-9.997428477e-01,-6.403179693e-01
1.057862490e-01,1.056296448e+00,1.139361598e-01,-9.997415002e-01,-6.398689381e-01
1.065533710e-01,1.056736851e+00,1.148186543e-01,-9.997401465e-01,-6.394196494e-01
1.073210252e-01,1.057177883e+00,1.157025406e-01,-9.997387865e-01,-6.389701037e-01
1.080892119e-01,1.057619543e+00,1.165878203e-01,-9.997374201e-01,-6.385203018e-01
1.088579316e-01,1.058061834e+00,1.174744945e-01,-9.997360474e-01,-6.380702443e-01
1.096271845e-01,1.058504755e+00,1.183625648e-01,-9.997346684e-01,-6.376199318e-01
1.103969712e-01,1.058948309e+00,1.192520326e-01,-9.997332829e-01,-6.371693649e-01
1.111672918e-01,1.059392495e+00,1.201428992e-01,-9.997318910e-01,-6.367185443e-01
1.119381468e-01,1.059837315e+00,1.210351659e-01,-9.997304927e-01,-6.362674705e-01
1.127095366e-01,1.060282769e+00,1.219288343e-01,-9.997290878e-01,-6.358161443e-01
1.134814615e-01,1.060728859e+00,1.228239056e-01,-9.997276765e-01,-6.353645663e-01
1.142539220e-01,1.061175586e+00,1.237203813e-01,-9.997262586e-01,-6.349127371e-01
1.150269183e-01,1.061622949e+00,1.246182627e-01,-9.997248342e-01,-6.344606574e-01
1.158004509e-01,1.062070951e+00,1.255175513e-01,-9.997234031e-01,-6.340083278e-01
1.165745201e-01,1.062519592e+00,1.264182483e-01,-9.997219655e-01,-6.335557489e-01
1.173491263e-01,1.062968873e+00,1.273203554e-01,-9.997205211e-01,-6.331029215e-01
1.181242699e-01,1.063418795e+00,1.282238737e-01,-9.997190701e-01,-6.326498461e-01
1.188999512e-01,1.063869359e+00,1.291288047e-01,-9.997176124e-01,-6.321965234e-01
1.196761707e-01,1.064320566e+00,1.300351498e-01,-9.997161479e-01,-6.317429540e-01
1.204529286e-01,1.064772417e+00,1.309429103e-01,-9.997146767e-01,-6.312891387e-01
1.212302254e-01,1.065224913e+00,1.318520878e-01,-9.997131987e-01,-6.308350780e-01
1.220080615e-01,1.065678054e+00,1.327626835e-01,-9.997117138e-01,-6.303807727e-01
1.227864371e-01,1.066131842e+00,1.336746988e-01,-9.997102221e-01,-6.299262233e-01
1.235653527e-01,1.066586277e+00,1.345881353e-01,-9.997087235e-01,-6.294714306e-01
1.243448087e-01,1.067041360e+00,1.355029941e-01,-9.997072180e-01,-6.290163952e-01
1.251248054e-01,1.067497094e+00,1.364192768e-01,-9.997057055e-01,-6.285611178e-01
1.259053433e-01,1.067953477e+00,1.373369847e-01,-9.997041861e-01,-6.281055991e-01
1.266864226e-01,1.068410512e+00,1.382561193e-01,-9.997026596e-01,-6.276498396e-01
1.274680438e-01,1.068868199e+00,1.391766818e-01,-9.997011261e-01,-6.271938401e-01
1.282502072e-01,1.069326539e+00,1.400986738e-01,-9.996995856e-01,-6.267376013e-01
1.290329133e-01,1.069785533e+00,1.410220966e-01,-9.996980379e-01,-6.262811238e-01
1.298161623e-01,1.070245182e+00,1.419469516e-01,-9.996964831e-01,-6.258244083e-01
1.305999547e-01,1.070705487e+00,1.428732403e-01,-9.996949212e-01,-6.253674555e-01
1.313842908e-01,1.071166449e+00,1.438009639e-01,-9.996933521e-01,-6.249102661e-01
1.321691711e-01,1.071628069e+00,1.447301240e-01,-9.996917757e-01,-6.244528407e-01
1.329545958e-01,1.072090348e+00,1.456607218e-01,-9.996901921e-01,-6.239951800e-01
1.337405655e-01,1.072553286e+00,1.465927589e-01,-9.996886012e-01,-6.235372847e-01
1.345270804e-01,1.073016885e+00,1.475262365e-01,-9.996870030e-01,-6.230791555e-01
1.353141409e-01,1.073481146e+00,1.484611562e-01,-9.996853975e-01,-6.226207930e-01
1.361017474e-01,1.073946069e+00,1.493975193e-01,-9.996837846e-01,-6.221621981e-01
1.368899003e-01,1.074411656e+00,1.503353271e-01,-9.996821642e-01,-6.217033713e-01
1.376786000e-01,1.074877907e+00,1.512745812e-01,-9.996805365e-01,-6.212443133e-01
1.384678469e-01,1.075344824e+00,1.522152829e-01,-9.996789012e-01,-6.207850249e-01
1.392576412e-01,1.075812406e+00,1.531574337e-01,-9.996772584e-01,-6.203255067e-01
1.400479835e-01,1.076280657e+00,1.541010348e-01,-9.996756081e-01,-6.198657594e-01
1.408388741e-01,1.076749575e+00,1.550460878e-01,-9.996739503e-01,-6.194057838e-01
1.416303133e-01,1.077219163e+00,1.559925940e-01,-9.996722848e-01,-6.189455805e-01
1.424223016e-01,1.077689421e+00,1.569405548e-01,-9.996706117e-01,-6.184851502e-01
1.432148393e-01,1.078160350e+00,1.578899716e-01,-9.996689309e-01,-6.180244936e-01
1.440079268e-01,1.078631951e+00,1.588408459e-01,-9.996672425e-01,-6.175636115e-01
1.448015645e-01,1.079104226e+00,1.597931791e-01,-9.996655462e-01,-6.171025045e-01
1.455957528e-01,1.079577174e+00,1.607469725e-01,-9.996638423e-01,-6.166411734e-01
1.463904920e-01,1.080050797e+00,1.617022275e-01,-9.996621305e-01,-6.161796188e-01
1.471857826e-01,1.080525096e+00,1.626589457e-01,-9.996604109e-01,-6.157178415e-01
1.479816249e-01,1.081000072e+00,1.636171283e-01,-9.996586834e-01,-6.152558422e-01
1.487780193e-01,1.081475725e+00,1.645767768e-01,-9.996569480e-01,-6.147936216e-01
1.495749662e-01,1.081952058e+00,1.655378926e-01,-9.996552047e-01,-6.143311804e-01
1.503724659e-01,1.082429070e+00,1.665004771e-01,-9.996534534e-01,-6.138685193e-01
1.511705189e-01,1.082906763e+00,1.674645317e-01,-9.996516941e-01,-6.134056391e-01
1.519691256e-01,1.083385137e+00,1.684300578e-01,-9.996499267e-01,-6.129425404e-01
1.527682863e-01,1.083864195e+00,1.693970569e-01,-9.996481513e-01,-6.124792240e-01
1.535680013e-01,1.084343936e+00,1.703655303e-01,-9.996463678e-01,-6.120156907e-01
1.543682712e-01,1.084824362e+00,1.713354794e-01,-9.996445761e-01,-6.115519410e-01
1.551690962e-01,1.085305472e+00,1.723069058e-01,-9.996427762e-01,-6.110879759e-01
1.559704768e-01,1.085787270e+00,1.732798107e-01,-9.996409682e-01,-6.106237959e-01
1.567724134e-01,1.086269755e+00,1.742541956e-01,-9.996391519e-01,-6.101594019e-01
1.575749063e-01,1.086752928e+00,1.752300619e-01,-9.996373273e-01,-6.096947945e-01
1.583779558e-01,1.087236792e+00,1.762074110e-01,-9.996354944e-01,-6.092299745e-01
1.591815625e-01,1.087721345e+00,1.771862444e-01,-9.996336531e-01,-6.087649426e-01
1.599857267e-01,1.088206590e+00,1.781665634e-01,-9.996318034e-01,-6.082996996e-01
1.607904488e-01,1.088692527e+00,1.791483695e-01,-9.996299453e-01,-6.078342461e-01
1.615957291e-01,1.089179157e+00,1.801316641e-01,-9.996280788e-01,-6.073685830e-01
1.624015681e-01,1.089666482e+00,1.811164486e-01,-9.996262037e-01,-6.069027110e-01
1.632079661e-01,1.090154502e+00,1.821027243e-01,-9.996243201e-01,-6.064366308e-01
1.640149235e-01,1.090643218e+00,1.830904928e-01,-9.996224279e-01,-6.059703432e-01
1.648224408e-01,1.091132632e+00,1.840797555e-01,-9.996205272e-01,-6.055038488e-01
1.656305182e-01,1.091622744e+00,1.850705137e-01,-9.996186177e-01,-6.050371485e-01
1.664391563e-01,1.092113555e+00,1.860627689e-01,-9.996166996e-01,-6.045702430e-01
1.672483553e-01,1.092605067e+00,1.870565225e-01,-9.996147728e-01,-6.041031331e-01
1.680581157e-01,1.093097279e+00,1.880517760e-01,-9.996128372e-01,-6.036358194e-01
1.688684379e-01,1.093590194e+00,1.890485306e-01,-9.996108928e-01,-6.031683028e-01
1.696793222e-01,1.094083812e+00,1.900467879e-01,-9.996089396e-01,-6.027005840e-01
1.704907690e-01,1.094578133e+00,1.910465494e-01,-9.996069775e-01,-6.022326638e-01
1.713027788e-01,1.095073161e+00,1.920478163e-01,-9.996050065e-01,-6.017645429e-01
1.721153519e-01,1.095568894e+00,1.930505901e-01,-9.996030265e-01,-6.012962221e-01
1.729284887e-01,1.096065334e+00,1.940548723e-01,-9.996010375e-01,-6.008277021e-01
1.737421896e-01,1.096562482e+00,1.950606642e-01,-9.995990396e-01,-6.003589837e-01
1.745564550e-01,1.097060340e+00,1.960679674e-01,-9.995970325e-01,-5.998900676e-01
1.753712852e-01,1.097558907e+00,1.970767831e-01,-9.995950164e-01,-5.994209547e-01
1.761866808e-01,1.098058185e+00,1.980871129e-01,-9.995929911e-01,-5.989516457e-01
1.770026420e-01,1.098558176e+00,1.990989581e-01,-9.995909567e-01,-5.984821413e-01
1.778191693e-01,1.099058879e+00,2.001123203e-01,-9.995889130e-01,-5.980124424e-01
1.786362630e-01,1.099560297e+00,2.011272007e-01,-9.995868600e-01,-5.975425496e-01
1.794539236e-01,1.100062430e+00,2.021436009e-01,-9.995847978e-01,-5.970724638e-01
1.802721514e-01,1.100565279e+00,2.031615222e-01,-9.995827262e-01,-5.966021858e-01
1.810909469e-01,1.101068845e+00,2.041809661e-01,-9.995806452e-01,-5.961317163e-01
1.819103103e-01,1.101573129e+00,2.052019341e-01,-9.995785549e-01,-5.956610560e-01
1.827302422e-01,1.102078132e+00,2.062244275e-01,-9.995764550e-01,-5.951902058e-01
1.835507430e-01,1.102583855e+00,2.072484477e-01,-9.995743457e-01,-5.947191665e-01
1.843718129e-01,1.103090298e+00,2.082739962e-01,-9.995722268e-01,-5.942479388e-01
1.851934524e-01,1.103597464e+00,2.093010745e-01,-9.995700983e-01,-5.937765235e-01
1.860156619e-01,1.104105353e+00,2.103296839e-01,-9.995679602e-01,-5.933049214e-01
1.868384419e-01,1.104613967e+00,2.113598259e-01,-9.995658125e-01,-5.928331333e-01
1.876617926e-01,1.105123305e+00,2.123915019e-01,-9.995636550e-01,-5.923611599e-01
1.884857145e-01,1.105633369e+00,2.134247134e-01,-9.995614878e-01,-5.918890021e-01
1.893102080e-01,1.106144160e+00,2.144594617e-01,-9.995593108e-01,-5.914166606e-01
1.901352734e-01,1.106655680e+00,2.154957483e-01,-9.995571239e-01,-5.909441362e-01
1.909609113e-01,1.107167929e+00,2.165335747e-01,-9.995549272e-01,-5.904714298e-01
1.917871219e-01,1.107680908e+00,2.175729422e-01,-9.995527206e-01,-5.899985420e-01
1.926139057e-01,1.108194618e+00,2.186138523e-01,-9.995505040e-01,-5.895254738e-01
1.934412630e-01,1.108709060e+00,2.196563065e-01,-9.995482775e-01,-5.890522258e-01
1.942691943e-01,1.109224235e+00,2.207003061e-01,-9.995460408e-01,-5.885787990e-01
1.950977000e-01,1.109740145e+00,2.217458526e-01,-9.995437941e-01,-5.881051940e-01
1.959267805e-01,1.110256789e+00,2.227929474e-01,-9.995415373e-01,-5.876314117e-01
1.967564361e-01,1.110774170e+00,2.238415920e-01,-9.995392703e-01,-5.871574529e-01
1.975866672e-01,1.111292288e+00,2.248917878e-01,-9.995369930e-01,-5.866833184e-01
1.984174744e-01,1.111811145e+00,2.259435363e-01,-9.995347055e-01,-5.862090090e-01
1.992488578e-01,1.112330740e+00,2.269968388e-01,-9.995324077e-01,-5.857345255e-01
2.000808181e-01,1.112851076e+00,2.280516968e-01,-9.995300996e-01,-5.852598687e-01
2.009133555e-01,1.113372153e+00,2.291081117e-01,-9.995277811e-01,-5.847850395e-01
2.017464705e-01,1.113893972e+00,2.301660851e-01,-9.995254521e-01,-5.843100385e-01
2.025801634e-01,1.114416535e+00,2.312256182e-01,-9.995231126e-01,-5.838348667e-01
2.034144347e-01,1.114939842e+00,2.322867126e-01,-9.995207627e-01,-5.833595248e-01
2.042492847e-01,1.115463894e+00,2.333493697e-01,-9.995184021e-01,-5.828840136e-01
2.050847139e-01,1.115988693e+00,2.344135909e-01,-9.995160309e-01,-5.824083341e-01
2.059207227e-01,1.116514240e+00,2.354793777e-01,-9.995136491e-01,-5.819324869e-01
2.067573115e-01,1.117040535e+00,2.365467315e-01,-9.995112566e-01,-5.814564729e-01
2.075944806e-01,1.117567579e+00,2.376156537e-01,-9.995088533e-01,-5.809802929e-01
2.084322305e-01,1.118095374e+00,2.386861458e-01,-9.995064392e-01,-5.805039478e-01
2.092705616e-01,1.118623921e+00,2.397582093e-01,-9.995040143e-01,-5.800274383e-01
2.101094742e-01,1.119153220e+00,2.408318455e-01,-9.995015785e-01,-5.795507653e-01
2.109489688e-01,1.119683272e+00,2.419070559e-01,-9.994991317e-01,-5.790739296e-01
2.117890459e-01,1.120214080e+00,2.429838420e-01,-9.994966739e-01,-5.785969320e-01
2.126297057e-01,1.120745643e+00,2.440622051e-01,-9.994942052e-01,-5.781197733e-01
2.134709487e-01,1.121277963e+00,2.451421469e-01,-9.994917253e-01,-5.776424545e-01
2.143127753e-01,1.121811041e+00,2.462236685e-01,-9.994892343e-01,-5.771649762e-01
2.151551859e-01,1.122344877e+00,2.473067716e-01,-9.994867322e-01,-5.766873394e-01
2.159981809e-01,1.122879473e+00,2.483914576e-01,-9.994842188e-01,-5.762095448e-01
2.168417607e-01,1.123414831e+00,2.494777279e-01,-9.994816942e-01,-5.757315933e-01
2.176859258e-01,1.123950950e+00,2.505655839e-01,-9.994791582e-01,-5.752534857e-01
2.185306764e-01,1.124487832e+00,2.516550271e-01,-9.994766109e-01,-5.747752229e-01
2.193760132e-01,1.125025478e+00,2.527460590e-01,-9.994740521e-01,-5.742968057e-01
2.202219363e-01,1.125563889e+00,2.538386810e-01,-9.994714819e-01,-5.738182349e-01
2.210684463e-01,1.126103066e+00,2.549328945e-01,-9.994689002e-01,-5.733395113e-01
2.219155435e-01,1.126643010e+00,2.560287010e-01,-9.994663069e-01,-5.728606359e-01
2.227632284e-01,1.127183723e+00,2.571261019e-01,-9.994637020e-01,-5.723816094e-01
2.236115014e-01,1.127725204e+00,2.582250987e-01,-9.994610855e-01,-5.719024327e-01
2.244603629e-01,1.128267457e+00,2.593256928e-01,-9.994584572e-01,-5.714231066e-01
2.253098132e-01,1.128810480e+00,2.604278857e-01,-9.994558172e-01,-5.709436320e-01
2.261598528e-01,1.129354276e+00,2.615316788e-01,-9.994531654e-01,-5.704640097e-01
2.270104822e-01,1.129898845e+00,2.626370736e-01,-9.994505017e-01,-5.699842405e-01
