z,a,N,H_over_H0,D,f,sigma8_z,fsigma8
2.65262708,0.2737755533477565,-1.2954466566452716,3.914048029,0.3464509470325194,0.9901686668857231,0.2771607576260155,0.2744358978915888
2.650094883,0.2739654809132259,-1.2947531625989928,3.910164647,0.3466889189651033,0.9900910116321586,0.27735113517208265,0.2746028659998549
2.647564442,0.2741555401970332,-1.2940596687021906,3.906285488,0.346927035612451,0.9900133054863246,0.2775416284899608,0.2747699050314035
2.645035755,0.2743457313493486,-1.2933661747403566,3.902410547,0.34716529711011385,0.9899355481680826,0.2777322376880911,0.2749370149597086
2.642508821,0.2745360544454259,-1.2926726807726914,3.89853982,0.34740370349961225,0.9898577394277149,0.2779229627996898,0.2751041956919539
2.639983639,0.2747265095605557,-1.2919791868583281,3.894673303,0.3476422548223525,0.9897798790152804,0.27811380385788204,0.2752714471349339
2.637460208,0.2749170967700659,-1.291285693056332,3.890810991,0.3478809511196279,0.9897019666806147,0.27830476089570233,0.27543876919505483
2.634938526,0.2751078162250054,-1.290592199150594,3.886952881,0.34811979252739433,0.989624002142396,0.27849583402191547,0.27560616184475245
2.632418592,0.27529866800109143,-1.2898987051994706,3.883098967,0.3483587790870886,0.9895459851498953,0.27868702326967093,0.27577362498987834
2.629900405,0.27548965217407945,-1.2892052112612493,3.879249246,0.3485979108400349,0.9894679154521682,0.27887832867202794,0.2759411585358961
2.627383964,0.27568076881976317,-1.2885117173941487,3.875403714,0.34883718782744516,0.9893897927980541,0.27906975026195613,0.27610876238788146
2.624869267,0.2758720180900803,-1.2878182233804443,3.871562367,0.3490766101856908,0.9893116169050713,0.27926128814855267,0.27627643651723766
2.622356314,0.2760633999850077,-1.2871247295537027,3.8677252,0.3493161778607371,0.9892333875526593,0.2794529422885897,0.2764441807616994
2.619845102,0.27625491473308905,-1.2864312354194203,3.863892208,0.3495558910844998,0.9891551044266355,0.27964471286759984,0.2766119951589072
2.617335632,0.27644656225806363,-1.2857377415872753,3.860063389,0.3497957497072032,0.989076767337217,0.27983659976576253,0.27677987947895905
2.614827902,0.27663834271244925,-1.285044247838492,3.856238738,0.3500357538652704,0.988998376000917,0.28002860309221633,0.2769478336920073
2.612321909,0.2768302563258628,-1.2843507536766245,3.85241825,0.3502759037914048,0.9889199301025454,0.28022072303312384,0.2771158578352016
2.609817654,0.27702230302184677,-1.2836572597117073,3.848601922,0.3505161993351275,0.9888414294518376,0.280412959468102,0.2772839516772582
2.607315136,0.27721448287682954,-1.2829637660008077,3.844789749,0.35075664053713745,0.9887628737958516,0.28060531242971,0.2774521151203828
2.604814352,0.277406796121189,-1.2822702720461063,3.840981727,0.35099722763055774,0.988684262818534,0.2807977821044462,0.2776203482010138
2.602315302,0.27759924275501413,-1.281576778180967,3.837177852,0.3512379605602263,0.988605596297785,0.2809903684481811,0.2777886507536484
