z,H_over_H0,dL,w_phi,w_tot
2.270104822e-01,1.120671396e+00,2.638467827e-01,-9.994593405e-01,-5.628737138e-01
2.278617016e-01,1.121191151e+00,2.649622433e-01,-9.994567308e-01,-5.623693643e-01
2.287135116e-01,1.121711723e+00,2.660793387e-01,-9.994541096e-01,-5.618648823e-01
2.295659125e-01,1.122233111e+00,2.671980705e-01,-9.994514767e-01,-5.613602689e-01
2.304189047e-01,1.122755319e+00,2.683184401e-01,-9.994488322e-01,-5.608555250e-01
2.312724887e-01,1.123278345e+00,2.694404490e-01,-9.994461759e-01,-5.603506516e-01
2.321266648e-01,1.123802193e+00,2.705640986e-01,-9.994435078e-01,-5.598456497e-01
2.329814335e-01,1.124326862e+00,2.716893903e-01,-9.994408280e-01,-5.593405204e-01
2.338367952e-01,1.124852354e+00,2.728163256e-01,-9.994381362e-01,-5.588352647e-01
2.346927503e-01,1.125378670e+00,2.739449060e-01,-9.994354325e-01,-5.583298835e-01
2.355492992e-01,1.125905811e+00,2.750751329e-01,-9.994327168e-01,-5.578243779e-01
2.364064423e-01,1.126433777e+00,2.762070078e-01,-9.994299891e-01,-5.573187489e-01
2.372641801e-01,1.126962571e+00,2.773405321e-01,-9.994272493e-01,-5.568129976e-01
2.381225129e-01,1.127492193e+00,2.784757073e-01,-9.994244974e-01,-5.563071248e-01
2.389814411e-01,1.128022645e+00,2.796125347e-01,-9.994217333e-01,-5.558011317e-01
2.398409652e-01,1.128553926e+00,2.807510160e-01,-9.994189570e-01,-5.552950193e-01
2.407010856e-01,1.129086040e+00,2.818911525e-01,-9.994161683e-01,-5.547887885e-01
2.415618027e-01,1.129618985e+00,2.830329457e-01,-9.994133674e-01,-5.542824405e-01
2.424231169e-01,1.130152764e+00,2.841763970e-01,-9.994105540e-01,-5.537759762e-01
2.432850286e-01,1.130687378e+00,2.853215079e-01,-9.994077282e-01,-5.532693966e-01
2.441475383e-01,1.131222828e+00,2.864682798e-01,-9.994048899e-01,-5.527627028e-01
2.450106463e-01,1.131759114e+00,2.876167143e-01,-9.994020390e-01,-5.522558958e-01
2.458743530e-01,1.132296238e+00,2.887668127e-01,-9.993991756e-01,-5.517489766e-01
2.467386590e-01,1.132834202e+00,2.899185765e-01,-9.993962994e-01,-5.512419463e-01
2.476035646e-01,1.133373005e+00,2.910720072e-01,-9.993934106e-01,-5.507348058e-01
2.484690701e-01,1.133912650e+00,2.922271063e-01,-9.993905090e-01,-5.502275563e-01
2.493351761e-01,1.134453137e+00,2.933838751e-01,-9.993875946e-01,-5.497201987e-01
2.502018830e-01,1.134994467e+00,2.945423151e-01,-9.993846673e-01,-5.492127340e-01
2.510691911e-01,1.135536642e+00,2.957024279e-01,-9.993817271e-01,-5.487051633e-01
2.519371009e-01,1.136079662e+00,2.968642148e-01,-9.993787739e-01,-5.481974876e-01
2.528056128e-01,1.136623529e+00,2.980276773e-01,-9.993758076e-01,-5.476897080e-01
2.536747272e-01,1.137168243e+00,2.991928169e-01,-9.993728283e-01,-5.471818255e-01
2.545444446e-01,1.137713807e+00,3.003596350e-01,-9.993698358e-01,-5.466738411e-01
2.554147653e-01,1.138260220e+00,3.015281331e-01,-9.993668302e-01,-5.461657559e-01
2.562856897e-01,1.138807485e+00,3.026983127e-01,-9.993638112e-01,-5.456575708e-01
2.571572184e-01,1.139355601e+00,3.038701752e-01,-9.993607790e-01,-5.451492870e-01
2.580293517e-01,1.139904571e+00,3.050437220e-01,-9.993577333e-01,-5.446409054e-01
2.589020900e-01,1.140454395e+00,3.062189547e-01,-9.993546743e-01,-5.441324272e-01
2.597754337e-01,1.141005074e+00,3.073958746e-01,-9.993516017e-01,-5.436238533e-01
2.606493833e-01,1.141556610e+00,3.085744833e-01,-9.993485156e-01,-5.431151847e-01
2.615239392e-01,1.142109004e+00,3.097547822e-01,-9.993454159e-01,-5.426064226e-01
2.623991019e-01,1.142662256e+00,3.109367727e-01,-9.993423026e-01,-5.420975680e-01
2.632748716e-01,1.143216368e+00,3.121204564e-01,-9.993391755e-01,-5.415886219e-01
2.641512489e-01,1.143771341e+00,3.133058347e-01,-9.993360347e-01,-5.410795853e-01
2.650282342e-01,1.144327176e+00,3.144929090e-01,-9.993328800e-01,-5.405704593e-01
2.659058278e-01,1.144883874e+00,3.156816809e-01,-9.993297115e-01,-5.400612449e-01
2.667840303e-01,1.145441436e+00,3.168721517e-01,-9.993265290e-01,-5.395519433e-01
2.676628420e-01,1.145999864e+00,3.180643229e-01,-9.993233325e-01,-5.390425553e-01
2.685422634e-01,1.146559158e+00,3.192581961e-01,-9.993201219e-01,-5.385330822e-01
2.694222949e-01,1.147119320e+00,3.204537726e-01,-9.993168972e-01,-5.380235249e-01
2.703029369e-01,1.147680350e+00,3.216510539e-01,-9.993136583e-01,-5.375138844e-01
2.711841898e-01,1.148242250e+00,3.228500416e-01,-9.993104052e-01,-5.370041619e-01
2.720660540e-01,1.148805021e+00,3.240507369e-01,-9.993071377e-01,-5.364943583e-01
2.729485301e-01,1.149368664e+00,3.252531415e-01,-9.993038559e-01,-5.359844748e-01
2.738316183e-01,1.149933180e+00,3.264572568e-01,-9.993005597e-01,-5.354745123e-01
2.747153192e-01,1.150498571e+00,3.276630842e-01,-9.992972489e-01,-5.349644720e-01
2.755996331e-01,1.151064836e+00,3.288706253e-01,-9.992939237e-01,-5.344543548e-01
2.764845606e-01,1.151631978e+00,3.300798814e-01,-9.992905838e-01,-5.339441619e-01
2.773701019e-01,1.152199998e+00,3.312908540e-01,-9.992872292e-01,-5.334338942e-01
2.782562575e-01,1.152768896e+00,3.325035447e-01,-9.992838599e-01,-5.329235529e-01
2.791430279e-01,1.153338675e+00,3.337179548e-01,-9.992804758e-01,-5.324131390e-01
2.800304135e-01,1.153909334e+00,3.349340859e-01,-9.992770769e-01,-5.319026535e-01
2.809184147e-01,1.154480875e+00,3.361519394e-01,-9.992736630e-01,-5.313920976e-01
2.818070319e-01,1.155053299e+00,3.373715167e-01,-9.992702341e-01,-5.308814722e-01
2.826962656e-01,1.155626608e+00,3.385928194e-01,-9.992667902e-01,-5.303707784e-01
2.835861162e-01,1.156200802e+00,3.398158489e-01,-9.992633312e-01,-5.298600173e-01
2.844765841e-01,1.156775882e+00,3.410406067e-01,-9.992598570e-01,-5.293491899e-01
2.853676698e-01,1.157351850e+00,3.422670942e-01,-9.992563675e-01,-5.288382974e-01
2.862593736e-01,1.157928707e+00,3.434953129e-01,-9.992528628e-01,-5.283273407e-01
2.871516961e-01,1.158506454e+00,3.447252643e-01,-9.992493427e-01,-5.278163209e-01
2.880446375e-01,1.159085092e+00,3.459569498e-01,-9.992458071e-01,-5.273052390e-01
2.889381985e-01,1.159664622e+00,3.471903710e-01,-9.992422561e-01,-5.267940963e-01
2.898323793e-01,1.160245045e+00,3.484255292e-01,-9.992386895e-01,-5.262828936e-01
2.907271805e-01,1.160826362e+00,3.496624260e-01,-9.992351072e-01,-5.257716321e-01
2.916226024e-01,1.161408576e+00,3.509010628e-01,-9.992315093e-01,-5.252603128e-01
2.925186455e-01,1.161991685e+00,3.521414412e-01,-9.992278956e-01,-5.247489368e-01
2.934153102e-01,1.162575693e+00,3.533835624e-01,-9.992242660e-01,-5.242375051e-01
2.943125969e-01,1.163160599e+00,3.546274281e-01,-9.992206206e-01,-5.237260189e-01
2.952105062e-01,1.163746406e+00,3.558730398e-01,-9.992169592e-01,-5.232144792e-01
2.961090383e-01,1.164333114e+00,3.571203988e-01,-9.992132817e-01,-5.227028870e-01
2.970081938e-01,1.164920724e+00,3.583695066e-01,-9.992095882e-01,-5.221912434e-01
2.979079731e-01,1.165509237e+00,3.596203648e-01,-9.992058785e-01,-5.216795495e-01
2.988083765e-01,1.166098656e+00,3.608729747e-01,-9.992021526e-01,-5.211678063e-01
2.997094047e-01,1.166688979e+00,3.621273379e-01,-9.991984104e-01,-5.206560150e-01
3.006110579e-01,1.167280210e+00,3.633834559e-01,-9.991946517e-01,-5.201441765e-01
3.015133365e-01,1.167872349e+00,3.646413300e-01,-9.991908767e-01,-5.196322920e-01
3.024162412e-01,1.168465397e+00,3.659009619e-01,-9.991870851e-01,-5.191203625e-01
3.033197722e-01,1.169059355e+00,3.671623529e-01,-9.991832770e-01,-5.186083891e-01
3.042239300e-01,1.169654225e+00,3.684255045e-01,-9.991794522e-01,-5.180963729e-01
3.051287151e-01,1.170250007e+00,3.696904182e-01,-9.991756107e-01,-5.175843149e-01
3.060341278e-01,1.170846702e+00,3.709570955e-01,-9.991717524e-01,-5.170722161e-01
3.069401687e-01,1.171444313e+00,3.722255379e-01,-9.991678772e-01,-5.165600778e-01
3.078468381e-01,1.172042840e+00,3.734957467e-01,-9.991639851e-01,-5.160479009e-01
3.087541365e-01,1.172642284e+00,3.747677236e-01,-9.991600760e-01,-5.155356865e-01
3.096620644e-01,1.173242646e+00,3.760414700e-01,-9.991561498e-01,-5.150234356e-01
3.105706221e-01,1.173843927e+00,3.773169873e-01,-9.991522065e-01,-5.145111494e-01
3.114798101e-01,1.174446129e+00,3.785942770e-01,-9.991482460e-01,-5.139988290e-01
3.123896288e-01,1.175049253e+00,3.798733406e-01,-9.991442681e-01,-5.134864753e-01
3.133000787e-01,1.175653300e+00,3.811541796e-01,-9.991402729e-01,-5.129740895e-01
3.142111602e-01,1.176258271e+00,3.824367955e-01,-9.991362603e-01,-5.124616727e-01
3.151228737e-01,1.176864167e+00,3.837211897e-01,-9.991322301e-01,-5.119492258e-01
3.160352198e-01,1.177470989e+00,3.850073637e-01,-9.991281824e-01,-5.114367501e-01
3.169481988e-01,1.178078738e+00,3.862953190e-01,-9.991241169e-01,-5.109242465e-01
3.178618111e-01,1.178687417e+00,3.875850570e-01,-9.991200338e-01,-5.104117161e-01
3.187760572e-01,1.179297025e+00,3.888765793e-01,-9.991159328e-01,-5.098991601e-01
3.196909376e-01,1.179907564e+00,3.901698873e-01,-9.991118140e-01,-5.093865794e-01
3.206064527e-01,1.180519035e+00,3.914649825e-01,-9.991076772e-01,-5.088739752e-01
3.215226029e-01,1.181131439e+00,3.927618664e-01,-9.991035224e-01,-5.083613485e-01
3.224393886e-01,1.181744778e+00,3.940605404e-01,-9.990993494e-01,-5.078487005e-01
3.233568104e-01,1.182359053e+00,3.953610061e-01,-9.990951583e-01,-5.073360321e-01
3.242748686e-01,1.182974264e+00,3.966632649e-01,-9.990909489e-01,-5.068233445e-01
3.251935637e-01,1.183590413e+00,3.979673183e-01,-9.990867211e-01,-5.063106387e-01
3.261128961e-01,1.184207501e+00,3.992731677e-01,-9.990824750e-01,-5.057979158e-01
3.270328663e-01,1.184825529e+00,4.005808147e-01,-9.990782103e-01,-5.052851769e-01
3.279534747e-01,1.185444499e+00,4.018902608e-01,-9.990739271e-01,-5.047724231e-01
3.288747218e-01,1.186064411e+00,4.032015073e-01,-9.990696252e-01,-5.042596554e-01
3.297966080e-01,1.186685266e+00,4.045145559e-01,-9.990653045e-01,-5.037468750e-01
3.307191337e-01,1.187307067e+00,4.058294079e-01,-9.990609651e-01,-5.032340828e-01
3.316422994e-01,1.187929814e+00,4.071460649e-01,-9.990566068e-01,-5.027212800e-01
3.325661055e-01,1.188553508e+00,4.084645283e-01,-9.990522295e-01,-5.022084676e-01
3.334905526e-01,1.189178150e+00,4.097847997e-01,-9.990478331e-01,-5.016956468e-01
3.344156409e-01,1.189803742e+00,4.111068804e-01,-9.990434177e-01,-5.011828185e-01
3.353413710e-01,1.190430284e+00,4.124307721e-01,-9.990389830e-01,-5.006699840e-01
3.362677433e-01,1.191057778e+00,4.137564761e-01,-9.990345290e-01,-5.001571442e-01
3.371947583e-01,1.191686226e+00,4.150839940e-01,-9.990300557e-01,-4.996443002e-01
3.381224163e-01,1.192315627e+00,4.164133272e-01,-9.990255628e-01,-4.991314531e-01
3.390507180e-01,1.192945984e+00,4.177444772e-01,-9.990210505e-01,-4.986186040e-01
3.399796636e-01,1.193577298e+00,4.190774456e-01,-9.990165185e-01,-4.981057540e-01
3.409092536e-01,1.194209569e+00,4.204122337e-01,-9.990119669e-01,-4.975929042e-01
3.418394886e-01,1.194842799e+00,4.217488431e-01,-9.990073954e-01,-4.970800555e-01
3.427703689e-01,1.195476989e+00,4.230872753e-01,-9.990028041e-01,-4.965672091e-01
3.437018949e-01,1.196112140e+00,4.244275317e-01,-9.989981929e-01,-4.960543661e-01
3.446340672e-01,1.196748254e+00,4.257696139e-01,-9.989935616e-01,-4.955415276e-01
3.455668862e-01,1.197385332e+00,4.271135233e-01,-9.989889102e-01,-4.950286946e-01
3.465003523e-01,1.198023374e+00,4.284592614e-01,-9.989842385e-01,-4.945158682e-01
3.474344660e-01,1.198662382e+00,4.298068296e-01,-9.989795466e-01,-4.940030495e-01
3.483692277e-01,1.199302357e+00,4.311562296e-01,-9.989748343e-01,-4.934902395e-01
3.493046379e-01,1.199943301e+00,4.325074627e-01,-9.989701016e-01,-4.929774394e-01
3.502406970e-01,1.200585214e+00,4.338605305e-01,-9.989653483e-01,-4.924646502e-01
3.511774055e-01,1.201228098e+00,4.352154344e-01,-9.989605744e-01,-4.919518729e-01
3.521147638e-01,1.201871953e+00,4.365721759e-01,-9.989557798e-01,-4.914391088e-01
3.530527724e-01,1.202516782e+00,4.379307566e-01,-9.989509643e-01,-4.909263588e-01
3.539914317e-01,1.203162585e+00,4.392911778e-01,-9.989461280e-01,-4.904136240e-01
3.549307422e-01,1.203809363e+00,4.406534412e-01,-9.989412706e-01,-4.899009055e-01
3.558707043e-01,1.204457118e+00,4.420175481e-01,-9.989363922e-01,-4.893882044e-01
3.568113185e-01,1.205105851e+00,4.433835001e-01,-9.989314927e-01,-4.888755218e-01
3.577525853e-01,1.205755563e+00,4.447512986e-01,-9.989265719e-01,-4.883628586e-01
3.586945050e-01,1.206406255e+00,4.461209453e-01,-9.989216298e-01,-4.878502161e-01
3.596370782e-01,1.207057928e+00,4.474924414e-01,-9.989166662e-01,-4.873375953e-01
3.605803053e-01,1.207710584e+00,4.488657886e-01,-9.989116811e-01,-4.868249972e-01
3.615241867e-01,1.208364223e+00,4.502409883e-01,-9.989066744e-01,-4.863124229e-01
3.624687230e-01,1.209018848e+00,4.516180420e-01,-9.989016460e-01,-4.857998736e-01
3.634139145e-01,1.209674459e+00,4.529969512e-01,-9.988965958e-01,-4.852873502e-01
3.643597617e-01,1.210331057e+00,4.543777174e-01,-9.988915238e-01,-4.847748539e-01
3.653062650e-01,1.210988643e+00,4.557603421e-01,-9.988864298e-01,-4.842623858e-01
3.662534250e-01,1.211647219e+00,4.571448268e-01,-9.988813137e-01,-4.837499468e-01
3.672012421e-01,1.212306786e+00,4.585311730e-01,-9.988761754e-01,-4.832375381e-01
3.681497167e-01,1.212967346e+00,4.599193821e-01,-9.988710149e-01,-4.827251608e-01
3.690988493e-01,1.213628898e+00,4.613094557e-01,-9.988658320e-01,-4.822128159e-01
3.700486403e-01,1.214291445e+00,4.627013952e-01,-9.988606267e-01,-4.817005046e-01
3.709990903e-01,1.214954988e+00,4.640952022e-01,-9.988553989e-01,-4.811882278e-01
3.719501996e-01,1.215619528e+00,4.654908781e-01,-9.988501485e-01,-4.806759866e-01
3.729019687e-01,1.216285065e+00,4.668884245e-01,-9.988448753e-01,-4.801637822e-01
3.738543981e-01,1.216951603e+00,4.682878427e-01,-9.988395793e-01,-4.796516156e-01
3.748074882e-01,1.217619140e+00,4.696891344e-01,-9.988342604e-01,-4.791394878e-01
3.757612395e-01,1.218287680e+00,4.710923010e-01,-9.988289184e-01,-4.786274000e-01
3.767156525e-01,1.218957222e+00,4.724973441e-01,-9.988235534e-01,-4.781153532e-01
3.776707276e-01,1.219627768e+00,4.739042650e-01,-9.988181652e-01,-4.776033485e-01
3.786264652e-01,1.220299320e+00,4.753130653e-01,-9.988127536e-01,-4.770913869e-01
3.795828659e-01,1.220971878e+00,4.767237466e-01,-9.988073187e-01,-4.765794696e-01
3.805399300e-01,1.221645444e+00,4.781363102e-01,-9.988018603e-01,-4.760675976e-01
3.814976581e-01,1.222320019e+00,4.795507578e-01,-9.987963782e-01,-4.755557719e-01
3.824560507e-01,1.222995605e+00,4.809670907e-01,-9.987908725e-01,-4.750439937e-01
3.834151081e-01,1.223672201e+00,4.823853105e-01,-9.987853430e-01,-4.745322640e-01
3.843748308e-01,1.224349810e+00,4.838054187e-01,-9.987797895e-01,-4.740205838e-01
3.853352193e-01,1.225028433e+00,4.852274168e-01,-9.987742121e-01,-4.735089543e-01
3.862962740e-01,1.225708072e+00,4.866513063e-01,-9.987686106e-01,-4.729973765e-01
3.872579955e-01,1.226388726e+00,4.880770886e-01,-9.987629849e-01,-4.724858515e-01
3.882203842e-01,1.227070397e+00,4.895047653e-01,-9.987573349e-01,-4.719743804e-01
3.891834405e-01,1.227753088e+00,4.909343379e-01,-9.987516605e-01,-4.714629642e-01
3.901471649e-01,1.228436798e+00,4.923658079e-01,-9.987459615e-01,-4.709516039e-01
3.911115579e-01,1.229121530e+00,4.937991768e-01,-9.987402380e-01,-4.704403007e-01
3.920766199e-01,1.229807283e+00,4.952344461e-01,-9.987344898e-01,-4.699290556e-01
3.930423514e-01,1.230494060e+00,4.966716172e-01,-9.987287167e-01,-4.694178697e-01
3.940087529e-01,1.231181862e+00,4.981106917e-01,-9.987229187e-01,-4.689067440e-01
3.949758248e-01,1.231870690e+00,4.995516711e-01,-9.987170957e-01,-4.683956796e-01
3.959435676e-01,1.232560546e+00,5.009945569e-01,-9.987112476e-01,-4.678846777e-01
3.969119817e-01,1.233251429e+00,5.024393505e-01,-9.987053742e-01,-4.673737391e-01
3.978810677e-01,1.233943342e+00,5.038860536e-01,-9.986994755e-01,-4.668628650e-01
3.988508259e-01,1.234636287e+00,5.053346675e-01,-9.986935514e-01,-4.663520565e-01
3.998212569e-01,1.235330263e+00,5.067851939e-01,-9.986876017e-01,-4.658413146e-01
4.007923612e-01,1.236025272e+00,5.082376341e-01,-9.986816263e-01,-4.653306404e-01
4.017641391e-01,1.236721316e+00,5.096919897e-01,-9.986756252e-01,-4.648200350e-01
4.027365912e-01,1.237418396e+00,5.111482623e-01,-9.986695982e-01,-4.643094993e-01
4.037097179e-01,1.238116513e+00,5.126064532e-01,-9.986635452e-01,-4.637990345e-01
4.046835196e-01,1.238815668e+00,5.140665640e-01,-9.986574661e-01,-4.632886417e-01
4.056579970e-01,1.239515863e+00,5.155285963e-01,-9.986513609e-01,-4.627783218e-01
4.066331504e-01,1.240217098e+00,5.169925515e-01,-9.986452293e-01,-4.622680759e-01
4.076089802e-01,1.240919375e+00,5.184584311e-01,-9.986390712e-01,-4.617579051e-01
4.085854871e-01,1.241622696e+00,5.199262366e-01,-9.986328867e-01,-4.612478105e-01
4.095626714e-01,1.242327061e+00,5.213959696e-01,-9.986266755e-01,-4.607377931e-01
4.105405335e-01,1.243032471e+00,5.228676315e-01,-9.986204375e-01,-4.602278540e-01
4.115190741e-01,1.243738928e+00,5.243412239e-01,-9.986141727e-01,-4.597179941e-01
4.124982935e-01,1.244446434e+00,5.258167482e-01,-9.986078809e-01,-4.592082147e-01
4.134781922e-01,1.245154988e+00,5.272942060e-01,-9.986015620e-01,-4.586985166e-01
4.144587708e-01,1.245864594e+00,5.287735988e-01,-9.985952159e-01,-4.581889011e-01
4.154400295e-01,1.246575251e+00,5.302549280e-01,-9.985888424e-01,-4.576793690e-01
4.164219690e-01,1.247286961e+00,5.317381952e-01,-9.985824415e-01,-4.571699216e-01
4.174045898e-01,1.247999725e+00,5.332234019e-01,-9.985760131e-01,-4.566605597e-01
4.183878922e-01,1.248713545e+00,5.347105496e-01,-9.985695570e-01,-4.561512846e-01
4.193718767e-01,1.249428422e+00,5.361996399e-01,-9.985630731e-01,-4.556420972e-01
4.203565439e-01,1.250144356e+00,5.376906741e-01,-9.985565613e-01,-4.551329985e-01
4.213418941e-01,1.250861350e+00,5.391836539e-01,-9.985500215e-01,-4.546239897e-01
4.223279280e-01,1.251579405e+00,5.406785807e-01,-9.985434536e-01,-4.541150718e-01
4.233146459e-01,1.252298521e+00,5.421754561e-01,-9.985368574e-01,-4.536062457e-01
4.243020483e-01,1.253018701e+00,5.436742815e-01,-9.985302328e-01,-4.530975127e-01
4.252901357e-01,1.253739944e+00,5.451750586e-01,-9.985235797e-01,-4.525888736e-01
4.262789085e-01,1.254462253e+00,5.466777887e-01,-9.985168981e-01,-4.520803296e-01
4.272683673e-01,1.255185629e+00,5.481824734e-01,-9.985101877e-01,-4.515718817e-01
4.282585126e-01,1.255910072e+00,5.496891142e-01,-9.985034484e-01,-4.510635310e-01
4.292493447e-01,1.256635585e+00,5.511977126e-01,-9.984966802e-01,-4.505552784e-01
4.302408642e-01,1.257362169e+00,5.527082701e-01,-9.984898829e-01,-4.500471250e-01
4.312330716e-01,1.258089824e+00,5.542207883e-01,-9.984830563e-01,-4.495390719e-01
4.322259673e-01,1.258818552e+00,5.557352687e-01,-9.984762005e-01,-4.490311202e-01
4.332195518e-01,1.259548355e+00,5.572517127e-01,-9.984693151e-01,-4.485232707e-01
4.342138255e-01,1.260279233e+00,5.587701220e-01,-9.984624002e-01,-4.480155246e-01
4.352087891e-01,1.261011187e+00,5.602904979e-01,-9.984554556e-01,-4.475078830e-01
4.362044429e-01,1.261744220e+00,5.618128420e-01,-9.984484811e-01,-4.470003468e-01
4.372007874e-01,1.262478332e+00,5.633371559e-01,-9.984414767e-01,-4.464929170e-01
4.381978231e-01,1.263213524e+00,5.648634410e-01,-9.984344422e-01,-4.459855948e-01
4.391955504e-01,1.263949799e+00,5.663916989e-01,-9.984273775e-01,-4.454783812e-01
4.401939700e-01,1.264687156e+00,5.679219311e-01,-9.984202824e-01,-4.449712771e-01
4.411930821e-01,1.265425598e+00,5.694541390e-01,-9.984131569e-01,-4.444642837e-01
4.421928874e-01,1.266165125e+00,5.709883243e-01,-9.984060008e-01,-4.439574019e-01
4.431933863e-01,1.266905739e+00,5.725244884e-01,-9.983988140e-01,-4.434506328e-01
4.441945793e-01,1.267647441e+00,5.740626329e-01,-9.983915963e-01,-4.429439774e-01
4.451964668e-01,1.268390233e+00,5.756027592e-01,-9.983843477e-01,-4.424374367e-01
4.461990494e-01,1.269134115e+00,5.771448689e-01,-9.983770680e-01,-4.419310118e-01
4.472023275e-01,1.269879089e+00,5.786889635e-01,-9.983697570e-01,-4.414247037e-01
4.482063016e-01,1.270625156e+00,5.802350445e-01,-9.983624146e-01,-4.409185134e-01
4.492109722e-01,1.271372318e+00,5.817831134e-01,-9.983550408e-01,-4.404124419e-01
4.502163398e-01,1.272120575e+00,5.833331719e-01,-9.983476353e-01,-4.399064903e-01
4.512224048e-01,1.272869929e+00,5.848852213e-01,-9.983401980e-01,-4.394006596e-01
4.522291678e-01,1.273620382e+00,5.864392631e-01,-9.983327289e-01,-4.388949508e-01
4.532366292e-01,1.274371934e+00,5.879952991e-01,-9.983252277e-01,-4.383893649e-01
4.542447895e-01,1.275124586e+00,5.895533305e-01,-9.983176944e-01,-4.378839030e-01
4.552536492e-01,1.275878341e+00,5.911133590e-01,-9.983101287e-01,-4.373785660e-01
4.562632088e-01,1.276633199e+00,5.926753861e-01,-9.983025306e-01,-4.368733550e-01
4.572734688e-01,1.277389162e+00,5.942394133e-01,-9.982949000e-01,-4.363682710e-01
4.582844296e-01,1.278146230e+00,5.958054422e-01,-9.982872366e-01,-4.358633151e-01
4.592960917e-01,1.278904406e+00,5.973734741e-01,-9.982795404e-01,-4.353584881e-01
4.603084557e-01,1.279663690e+00,5.989435108e-01,-9.982718113e-01,-4.348537912e-01
4.613215220e-01,1.280424084e+00,6.005155536e-01,-9.982640490e-01,-4.343492254e-01
4.623352911e-01,1.281185589e+00,6.020896042e-01,-9.982562534e-01,-4.338447916e-01
4.633497634e-01,1.281948206e+00,6.036656640e-01,-9.982484245e-01,-4.333404909e-01
4.643649396e-01,1.282711936e+00,6.052437346e-01,-9.982405620e-01,-4.328363243e-01
4.653808200e-01,1.283476782e+00,6.068238175e-01,-9.982326658e-01,-4.323322927e-01
4.663974051e-01,1.284242743e+00,6.084059142e-01,-9.982247359e-01,-4.318283973e-01
4.674146955e-01,1.285009822e+00,6.099900263e-01,-9.982167719e-01,-4.313246390e-01
4.684326917e-01,1.285778020e+00,6.115761552e-01,-9.982087739e-01,-4.308210188e-01
4.694513940e-01,1.286547337e+00,6.131643025e-01,-9.982007416e-01,-4.303175377e-01
4.704708031e-01,1.287317776e+00,6.147544698e-01,-9.981926749e-01,-4.298141967e-01
4.714909193e-01,1.288089337e+00,6.163466585e-01,-9.981845737e-01,-4.293109968e-01
4.725117433e-01,1.288862022e+00,6.179408702e-01,-9.981764378e-01,-4.288079391e-01
4.735332754e-01,1.289635832e+00,6.195371064e-01,-9.981682671e-01,-4.283050244e-01
4.745555162e-01,1.290410769e+00,6.211353686e-01,-9.981600615e-01,-4.278022539e-01
4.755784661e-01,1.291186833e+00,6.227356584e-01,-9.981518207e-01,-4.272996285e-01
4.766021258e-01,1.291964026e+00,6.243379773e-01,-9.981435447e-01,-4.267971492e-01
4.776264955e-01,1.292742350e+00,6.259423268e-01,-9.981352332e-01,-4.262948170e-01
4.786515759e-01,1.293521804e+00,6.275487085e-01,-9.981268862e-01,-4.257926329e-01
4.796773675e-01,1.294302392e+00,6.291571238e-01,-9.981185035e-01,-4.252905979e-01
4.807038706e-01,1.295084114e+00,6.307675744e-01,-9.981100849e-01,-4.247887130e-01
4.817310859e-01,1.295866971e+00,6.323800617e-01,-9.981016304e-01,-4.242869791e-01
4.827590138e-01,1.296650965e+00,6.339945873e-01,-9.980931397e-01,-4.237853973e-01
4.837876548e-01,1.297436098e+00,6.356111527e-01,-9.980846126e-01,-4.232839686e-01
4.848170094e-01,1.298222369e+00,6.372297594e-01,-9.980760492e-01,-4.227826938e-01
4.858470781e-01,1.299009781e+00,6.388504091e-01,-9.980674491e-01,-4.222815741e-01
4.868778614e-01,1.299798335e+00,6.404731031e-01,-9.980588122e-01,-4.217806104e-01
4.879093598e-01,1.300588032e+00,6.420978430e-01,-9.980501385e-01,-4.212798037e-01
4.889415738e-01,1.301378874e+00,6.437246305e-01,-9.980414276e-01,-4.207791549e-01
4.899745039e-01,1.302170861e+00,6.453534669e-01,-9.980326796e-01,-4.202786651e-01
4.910081505e-01,1.302963996e+00,6.469843539e-01,-9.980238941e-01,-4.197783352e-01
4.920425142e-01,1.303758279e+00,6.486172930e-01,-9.980150711e-01,-4.192781661e-01
4.930775955e-01,1.304553711e+00,6.502522857e-01,-9.980062105e-01,-4.187781590e-01
4.941133949e-01,1.305350295e+00,6.518893335e-01,-9.979973119e-01,-4.182783147e-01
4.951499128e-01,1.306148031e+00,6.535284380e-01,-9.979883754e-01,-4.177786342e-01
4.961871498e-01,1.306946921e+00,6.551696007e-01,-9.979794007e-01,-4.172791186e-01
4.972251064e-01,1.307746966e+00,6.568128232e-01,-9.979703876e-01,-4.167797686e-01
4.982637830e-01,1.308548167e+00,6.584581070e-01,-9.979613361e-01,-4.162805855e-01
4.993031803e-01,1.309350525e+00,6.601054537e-01,-9.979522459e-01,-4.157815700e-01
5.003432985e-01,1.310154043e+00,6.617548647e-01,-9.979431169e-01,-4.152827232e-01
5.013841384e-01,1.310958720e+00,6.634063416e-01,-9.979339490e-01,-4.147840460e-01
5.024257003e-01,1.311764559e+00,6.650598859e-01,-9.979247419e-01,-4.142855394e-01
5.034679847e-01,1.312571561e+00,6.667154993e-01,-9.979154955e-01,-4.137872044e-01
5.045109923e-01,1.313379727e+00,6.683731831e-01,-9.979062096e-01,-4.132890419e-01
5.055547234e-01,1.314189059e+00,6.700329391e-01,-9.978968841e-01,-4.127910529e-01
5.065991785e-01,1.314999557e+00,6.716947686e-01,-9.978875188e-01,-4.122932383e-01
